Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",3,4.24,New Riders Publishing,Paperback,201,2005,2000,2011/07/25,2011/07/21,programming,programming (#17),read,,,,1,0
134825,The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,Eric S. Raymond,"Raymond, Eric S.",Bob Young,"=""0596001088""","=""9780596001087""",4,3.82,O'Reilly Media,Paperback,241,2001,1999,2010/11/30,2011/04/25,programming,programming (#12),read,,,,1,0
8608541,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,"Graham, Paul",,"=""1449389554""","=""9781449389550""",4,4.06,O'Reilly Media,Paperback,272,2010,2004,2010/07/03,2011/04/25,programming,programming (#8),read,,,,1,0
23503006,Unflattening,Nick Sousanis,"Sousanis, Nick",,"=""0674744438""","=""9780674744431""",3,4.10,Harvard University Press,Paperback,208,2015,2015,2017/11/19,2017/10/28,"non-fiction, comics","non-fiction (#23), comics (#9)",read,,,,1,0
18182,A Theory of Fun for Game Design,Raph Koster,"Koster, Raph",Will Wright,"=""1932111972""","=""9781932111972""",4,3.93,O'Reilly Media,Paperback,279,2014,2004,2018/11/20,2018/11/07,non-fiction,non-fiction (#36),read,,,,1,0
4004178,Let Over Lambda,Doug Hoyte,"Hoyte, Doug",,"=""1435712757""","=""9781435712751""",5,4.03,Lulu.com,Paperback,384,2008,2008,2015/07/11,2011/09/19,"programming, lisp","programming (#49), lisp (#5)",read,,,,1,0
5152210,Financial Intelligence for Entrepreneurs: What You Really Need to Know About the Numbers,Karen Berman,"Berman, Karen",Joe Knight,"=""1422119157""","=""9781422119150""",3,4.13,Harvard Business Review Press,Paperback,262,2008,2008,2018/11/16,2018/11/01,"economics, non-fiction","economics (#4), non-fiction (#35)",read,,,,1,0
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",5,4.14,Voyager,Paperback,278,2003,1974,2018/11/11,2018/11/07,fiction,fiction (#141),read,,,,1,0
112255,Essentials of Programming Languages,Daniel P. Friedman,"Friedman, Daniel P.","Mitchell Wand, Christopher T. Haynes","=""0262062178""","=""9780262062176""",0,3.97,MIT Press,Hardcover,389,2001,1992,,2011/04/25,"own, on-hold","own (#12), on-hold (#1)",on-hold,,,,0,1
1416957,Transaction Processing: Concepts and Techniques,Jim  Gray,"Gray, Jim",,"=""1558601902""","=""9781558601901""",5,4.41,Morgan Kaufmann Publishers,Hardcover,1070,1992,1992,2018/11/04,2018/02/17,"distributed-systems, programming","distributed-systems (#9), programming (#80)",read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",4,4.56,Penguin Books,Paperback,296,2003,1980,2018/11/03,2018/11/03,"non-fiction, comics","non-fiction (#34), comics (#8)",read,,,,1,0
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio García Martínez,"Martínez, Antonio García",,"=""0062458191""","=""9780062458193""",3,3.71,Harper,Hardcover,528,2016,2016,2018/10/31,2018/10/27,non-fiction,non-fiction (#33),read,,,,1,0
94486,The Invention of Morel,Adolfo Bioy Casares,"Casares, Adolfo Bioy","Jorge Luis Borges, Ruth L.C. Simms, Suzanne Jill Levine, Norah Borges de Torre","=""1590170571""","=""9781590170571""",3,4.04,New York Review Books,Paperback,103,2003,1940,2018/10/11,2018/10/11,fiction,fiction (#140),read,,,,1,0
41149696,"Property-Based Testing with PropEr, Erlang, and Elixir",Fred Hebert,"Hebert, Fred",,"=""9781680506""","=""""",4,4.44,Pragmatic Bookshelf,,,2018,,2018/10/05,2018/09/22,"elixir, programming","elixir (#8), programming (#79)",read,,,,1,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",5,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,2018/09/26,2018/09/23,fiction,fiction (#139),read,,,,1,0
1768603,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562591""","=""9781416562597""",3,3.76,Free Press,Hardcover,276,2008,2008,2018/09/15,2018/09/13,fiction,fiction (#138),read,,,,1,0
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",5,4.31,Tor Science Fiction,Mass Market Paperback,775,2000,1999,2018/09/07,2018/08/28,fiction,fiction (#137),read,,,,1,0
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",4,4.12,Back Bay Books,Paperback,293,2000,1981,2018/08/25,2018/08/10,non-fiction,non-fiction (#32),read,,,,1,0
18079367,ZooKeeper: Distributed process coordination,Flavio Junqueira,"Junqueira, Flavio",Benjamin Reed,"=""1449361307""","=""9781449361303""",4,3.90,O'Reilly Media,Paperback,238,2013,2013,2018/08/19,2018/08/15,"distributed-systems, programming","distributed-systems (#12), programming (#78)",read,,,,1,0
50091,The Complete Robot,Isaac Asimov,"Asimov, Isaac",,"=""0586057242""","=""9780586057247""",4,4.33,Voyager/HarperCollins,Mass Market Paperback,688,1995,1982,2018/08/17,2018/08/14,fiction,fiction (#136),read,,,,1,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",4,4.35,Scribner,Hardcover,592,2016,2016,2018/08/04,2018/04/15,non-fiction,non-fiction (#31),read,,,,1,0
34646883,Monitoring with Graphite: Tracking Dynamic Host and Application Metrics at Scale,Jason Dixon,"Dixon, Jason",,"=""1491916834""","=""9781491916834""",2,2.50,O'Reilly Media,ebook,290,2017,2017,2018/07/28,2018/07/28,programming,programming (#77),read,,,,1,0
15700613,கள்ளிக்காட்டு இதிகாசம் [kallikattu ithikasam],Vairamuthu,"Vairamuthu, Vairamuthu",Vairamuthu,"=""""","=""""",4,4.13,,Hardcover,,,2001,2018/07/19,2018/06/12,tamil,tamil (#9),read,,,,1,0
402093,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""""",4,4.40,Dell,Paperback,1152,2009,1975,2018/07/07,2018/06/12,fiction,fiction (#135),read,,,,1,0
108583,The Corporation: The Pathological Pursuit of Profit and Power,Joel Bakan,"Bakan, Joel",,"=""0743247469""","=""9780743247467""",3,4.07,Free Press,Paperback,228,2005,2003,2018/06/10,2018/06/10,non-fiction,non-fiction (#30),read,,,,1,0
13651,"The Dispossessed (Hainish Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.23,Harper Voyager,Paperback,387,1994,1974,2018/05/20,2018/05/12,fiction,fiction (#134),read,,,,1,0
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo","=""1563892278""","=""9781563892271""",3,4.24,Vertigo,Hardcover,233,1998,1988,2018/04/29,2018/04/29,comics,comics (#7),read,,,,1,0
7465712,Karuvachi Kaaviyam,Vairamuthu,"Vairamuthu, Vairamuthu",,"=""""","=""""",4,4.10,,,334,,,2018/04/19,2018/04/19,tamil,tamil (#8),read,,,,2,0
29981,The Island of Dr. Moreau,H.G. Wells,"Wells, H.G.",Alan Lightman,"=""0553214322""","=""9780553214321""",3,3.73,Bantam Classics,Paperback,153,1999,1896,2018/04/08,2018/04/06,fiction,fiction (#133),read,,,,2,0
60113,"Making Comics: Storytelling Secrets of Comics, Manga and Graphic Novels",Scott McCloud,"McCloud, Scott",,"=""""","=""""",4,4.34,William Morrow Paperbacks,Paperback,264,2006,2006,2018/04/07,2018/03/24,comics,comics (#6),read,,,,1,0
226469,The Unteleported Man,Philip K. Dick,"Dick, Philip K.",,"=""042506252X""","=""9780425062524""",4,3.54,Berkley,Paperback,202,1983,1964,2018/04/03,2018/04/03,fiction,fiction (#132),read,,,,2,0
10138607,Habibi,Craig Thompson,"Thompson, Craig",,"=""0375424148""","=""9780375424144""",3,4.03,Pantheon,Hardcover,672,2011,2011,2013/03/16,2013/03/15,"fiction, comics","fiction (#45), comics (#4)",read,,,,1,0
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Apostolos Doxiadis, Christos H. Papadimitriou, Χρίστος Χ. Παπαδημητρίου, Alecos Papadatos, Annie Di Donna, Αλέκος Παπαδάτος","=""1596914521""","=""9781596914520""",4,4.05,Bloomsbury (NYC),Paperback,347,2009,2009,2013/06/02,2013/06/02,"non-fiction, comics","non-fiction (#10), comics (#3)",read,,,,1,0
102920,Understanding Comics: The Invisible Art,Scott McCloud,"McCloud, Scott",,"=""""","=""""",4,4.00,William Morrow Paperbacks,Paperback,215,1993,1993,2017/12/24,2017/12/16,comics,comics (#2),read,,,,1,0
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",4,4.37,DC Comics,Paperback,416,2005,1987,2018/03/30,2018/03/27,comics,comics (#1),read,,,,2,0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",2,4.11,William Morrow,Kindle Edition,635,2011,2001,2018/03/29,2018/03/01,fiction,fiction (#131),read,,,,2,0
8610067,சிவகாமியின் சபதம்,Kalki,"Kalki, Kalki",,"=""""","=""""",5,4.42,வானதி பதிப்பகம்,Hardcover,1136,2010,1944,2015/08/14,2015/08/06,"fiction, tamil","fiction (#129), tamil (#5)",read,,,,1,0
9789692,கள்வனின் காதலி [Kallvanin Kadhali],Kalki,"Kalki, Kalki",,"=""""","=""""",3,3.88,,,272,1985,1937,2015/10/11,2015/10/11,"fiction, tamil","fiction (#91), tamil (#6)",read,,,,1,0
1108124,"பொன்னியின் செல்வன், முழுத்தொகுப்பு",Kalki,"Kalki, Kalki",,"=""""","=""""",4,4.70,வானதி பதிப்பகம்,Hardcover,1452,2007,1954,2014/05/22,2014/05/21,"fiction, tamil","fiction (#57), tamil (#1)",read,,,,1,0
3828902,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana       Wright,"=""1603580557""","=""9781603580557""",4,4.22,Chelsea Green Publishing,Paperback,240,2008,2008,2018/03/10,2018/01/27,non-fiction,non-fiction (#29),read,,,,1,0
537480,Letters to a Young Mathematician,Ian Stewart,"Stewart, Ian",,"=""0465082319""","=""9780465082315""",4,3.85,Perseus Books,Hardcover,210,2006,2006,2012/09/29,2012/09/17,math,math (#5),read,,,,1,0
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",4,4.31,Tor,Mass Market Paperback,324,2004,1985,2018/01/23,2018/01/21,fiction,fiction (#130),read,,,,1,0
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",5,3.87,Dial Press,Paperback,324,1999,1985,2012/05/12,2012/04/30,fiction,fiction (#128),read,,,,1,0
7181921,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0393069222""","=""9780393069228""",4,4.04,W. W. Norton  Company,ebook,528,1999,1997,2011/05/25,2011/04/25,"own, non-fiction","own (#4), non-fiction (#28)",read,,,,1,1
18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick,"Mitnick, Kevin D.","William   L.    Simon, Steve Wozniak","=""076454280X""","=""9780764542800""",2,3.76,Wiley,Paperback,352,2003,2001,2018/01/17,2018/01/17,non-fiction,non-fiction (#27),read,,,,1,0
29771604,When Crime Pays: Money and Muscle in Indian Politics,Milan Vaishnav,"Vaishnav, Milan",,"=""0300216203""","=""9780300216202""",3,3.89,Yale University Press,Hardcover,440,2017,,2018/01/14,2018/01/13,"politics, non-fiction","politics (#2), non-fiction (#26)",read,,,,1,0
31921,Philosophy of Science: A Very Short Introduction,Samir Okasha,"Okasha, Samir",,"=""0192802836""","=""9780192802835""",3,3.94,"Oxford University Press, USA",Paperback,160,2002,2002,2017/11/20,2017/11/20,non-fiction,non-fiction (#24),read,,,,1,0
18621323,Apology,Plato,"Plato, Plato",Benjamin Jowett,"=""""","=""""",4,4.20,,Kindle Edition,42,2012,-399,2017/05/07,2017/05/06,non-fiction,non-fiction (#22),read,,,,1,0
1355465,How Fiction Works,James  Wood,"Wood, James",,"=""0374173400""","=""9780374173401""",3,4.00,"Farrar, Straus and Giroux",Paperback,265,2009,2008,2017/12/15,2017/12/15,non-fiction,non-fiction (#25),read,,,,1,0
11737352,Drawing on the Right Side of the Brain: The Definitive Edition,Betty Edwards,"Edwards, Betty",,"=""1585429201""","=""9781585429202""",3,3.87,TarcherPerigee,Paperback,284,2012,1979,2016/10/22,2016/10/22,non-fiction,non-fiction (#21),read,,,,1,0
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.","Charles Van Doren, Inês Fortes de Oliveira","=""""","=""""",3,3.98,"Simon & Schuster, Inc",Paperback,426,1972,1940,2015/02/20,2015/02/20,non-fiction,non-fiction (#17),read,,,,1,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",4,3.86,Oxford University Press,Hardcover,352,2014,2014,2016/02/13,2015/12/14,non-fiction,non-fiction (#18),read,,,,1,0
7015635,Food Rules: An Eater's Manual,Michael Pollan,"Pollan, Michael",,"=""014311638X""","=""9780143116387""",3,3.99,Penguin Books,Paperback,152,2009,2008,2016/04/21,2016/04/20,non-fiction,non-fiction (#19),read,,,,1,0
25798014,"the blueprint: Your Financial Questions, Answered",Abhik Prasad,"Prasad, Abhik",Ankur Kapur,"=""""","=""""",3,3.00,FINQA,Paperback,160,2015,2015,2016/04/29,2016/04/29,non-fiction,non-fiction (#20),read,,,,1,0
2094,A Briefer History of Time,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""0553804367""","=""9780553804362""",4,4.25,Bantam,Hardcover,176,2005,2005,2015/02/07,2015/01/07,"own, non-fiction","own (#19), non-fiction (#15)",read,,,,1,0
461104,The Ascent of Man,Jacob Bronowski,"Bronowski, Jacob",,"=""0316109339""","=""9780316109338""",4,4.20,Little Brown and Company,Paperback,520,1976,1973,2014/11/16,2014/11/16,non-fiction,non-fiction (#14),read,,,,1,0
13036196,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""1846146062""","=""9781846146060""",4,4.18,Allen Lane,Paperback,504,2011,2011,2014/09/07,2014/08/24,non-fiction,non-fiction (#12),read,,,,1,0
20604826,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393244660""","=""9780393244663""",3,4.14,W. W. Norton  Company,Hardcover,274,2014,2014,2014/10/04,2014/10/03,non-fiction,non-fiction (#13),read,,,,1,0
356824,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""0060198818""","=""9780060198817""",5,4.39,Ecco,Hardcover,912,2007,2007,2015/09/09,2015/02/01,"own, politics, non-fiction","own (#20), politics (#1), non-fiction (#16)",read,,,,1,0
218099,"The Infinite Book: A Short Guide to the Boundless, Timeless and Endless",John D. Barrow,"Barrow, John D.",,"=""1400032245""","=""9781400032242""",2,3.90,Vintage Books,Paperback,352,2006,2005,2013/12/20,2013/12/20,non-fiction,non-fiction (#11),read,,,,1,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",2,3.85,W. W. Norton & Company,Paperback,142,1982,1954,2013/04/28,2013/04/28,"own, non-fiction","own (#18), non-fiction (#9)",read,,,,1,0
11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,"Harden, Blaine",,"=""0670023329""","=""9780670023325""",3,3.99,Viking,Hardcover,205,2012,2012,2013/04/01,2013/03/31,non-fiction,non-fiction (#8),read,,,,1,0
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465030785""","=""9780465030781""",3,3.95,Basic Books (AZ),Hardcover,412,2007,2007,2011/10/29,2011/08/02,"own, non-fiction","own (#8), non-fiction (#5)",read,,,,1,1
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",4,4.15,Oxford University Press,Paperback,360,2006,1976,2012/01/21,2011/11/05,"own, non-fiction","own (#11), non-fiction (#6)",read,,,,1,1
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3,4.00,William Morrow,Hardcover,268,2006,2005,2012/06/30,2012/01/17,non-fiction,non-fiction (#7),read,,,,1,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",5,4.29,Basic Books,Paperback,756,1999,1979,2011/04/02,2011/04/25,"own, non-fiction","own (#2), non-fiction (#2)",read,,,,1,1
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",4,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2011/07/31,2011/07/21,non-fiction,non-fiction (#4),read,,,,1,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Микола Климчук, 理查·費曼, 吳程遠","=""0393316041""","=""9780393316049""",5,4.27,W. W. Norton & Company,Paperback,391,1997,1985,2011/06/18,2011/05/25,"own, non-fiction","own (#5), non-fiction (#3)",read,,,,1,1
10140462,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,"Pirsig, Robert M.",,"=""0061907995""","=""9780061907999""",4,3.78,HarperCollins e-books,ebook,448,2009,1974,2010/10/31,2011/04/25,non-fiction,non-fiction (#1),read,,,,1,0
1199688,Babel-17,Samuel R. Delany,"Delany, Samuel R.",,"=""0839823282""","=""9780839823285""",4,3.74,Gregg Press,Hardcover,192,1978,1966,2018/02/24,2018/02/17,fiction,fiction (#126),read,,,,1,0
581125,The Minority Report,Philip K. Dick,"Dick, Philip K.",,"=""0375421874""","=""9780375421877""",4,3.84,Pantheon Books,Hardcover,103,2002,1956,2018/03/04,2018/03/04,fiction,fiction (#127),read,,,,1,0
1280983,True Names,Vernor Vinge,"Vinge, Vernor","Bob Walters, Marvin Minsky","=""0312944446""","=""9780312944445""",4,3.89,Bluejay Books,Paperback,153,1984,2003,2017/10/27,2017/10/23,fiction,fiction (#121),read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",3,3.93,Scribner,Paperback,180,2004,1925,2017/12/27,2017/12/27,fiction,fiction (#124),read,,,,1,0
32585,Hunger,Knut Hamsun,"Hamsun, Knut","George Egerton, Siegfried Weibel","=""0486431681""","=""9780486431680""",5,4.06,Dover Publications,Paperback,134,2003,1890,2017/12/04,2017/12/04,fiction,fiction (#123),read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",3,4.03,Bantam Books,Paperback,438,2000,1992,2018/02/16,2018/02/04,fiction,fiction (#125),read,,,,1,0
736131,"The Valley of Fear (Sherlock Holmes, #7)",Arthur Conan Doyle,"Doyle, Arthur Conan",David Timson,"=""9626344245""","=""9789626344248""",3,3.97,Naxos Audiobooks,Audio CD,96,2007,1915,2017/11/15,2017/11/14,fiction,fiction (#122),read,,,,1,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",3,4.26,Bantam Spectra,Hardcover,256,2004,1953,2017/10/06,2017/10/03,fiction,fiction (#119),read,,,,1,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",3,4.22,Spectra Books,Hardcover,244,2004,1952,2017/10/02,2017/10/03,fiction,fiction (#118),read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",4,4.18,Harvest Books,Paperback,311,2005,1959,2017/09/23,2017/09/22,fiction,fiction (#116),read,,,,1,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",4,4.16,Hodder & Stoughton,Paperback,288,2005,1966,2017/10/21,2017/10/08,fiction,fiction (#120),read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",4,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2017/09/09,2017/09/08,fiction,fiction (#115),read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.17,Bantam,Hardcover,244,2004,1951,2017/09/30,2017/09/29,fiction,fiction (#117),read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan","Gary Ruddell, Gaetano Luigi Staffilano","=""0553283685""","=""9780553283686""",5,4.25,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2017/06/19,2017/05/23,fiction,fiction (#112),read,,,,1,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",5,4.22,Spectra Books,Mass Market Paperback,517,1995,1990,2017/07/28,2017/06/25,fiction,fiction (#113),read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",3,3.69,Penguin Books ,Paperback,182,1999,1954,2017/05/14,2017/05/14,fiction,fiction (#111),read,,,,1,0
209525,The Purple Cloud,M.P. Shiel,"Shiel, M.P.",John Clute,"=""0803292791""","=""9780803292796""",3,3.42,Bison Books,Paperback,296,2000,1901,2017/05/04,2017/05/03,fiction,fiction (#110),read,,,,1,0
194366,"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Angus Wilson, Richard Lancelyn Green","=""0192123173""","=""9780192123176""",3,4.29,Oxford University Press,Hardcover,455,1993,1905,2017/08/22,2017/08/22,fiction,fiction (#114),read,,,,1,0
194373,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Christopher Roden","=""""","=""""",4,4.31,Oxford University Press,Hardcover,321,1993,1893,2017/04/05,2017/04/06,fiction,fiction (#108),read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Lígia Junqueira, Mark Hallaq","=""""","=""""",5,4.13,Signet,Mass Market Paperback,256,2001,1901,2017/04/16,2017/04/15,fiction,fiction (#109),read,,,,1,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",4,4.25,Vintage,Kindle Edition,368,2010,2002,2017/03/24,2017/02/18,fiction,fiction (#107),read,,,,1,0
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,4.30,Oxford University Press,Paperback,389,1998,1892,2017/02/12,2017/02/12,fiction,fiction (#106),read,,,,1,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",3,4.14,Digireads.com,Paperback,123,2005,1887,2017/01/12,2017/01/12,fiction,fiction (#104),read,,,,1,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""0140439072""","=""9780140439076""",4,3.91,Penguin Books,Paperback,129,2001,1890,2017/01/22,2017/01/21,fiction,fiction (#105),read,,,,1,0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,"=""""","=""""",4,4.55,Del Rey,Mass Market Paperback,404,2003,1955,2017/01/07,2016/12/27,fiction,fiction (#103),read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",4,4.38,Houghton Mifflin Harcourt,Paperback,398,2003,1954,2016/10/07,2016/09/05,fiction,fiction (#101),read,,,,1,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",5,4.47,Houghton Mifflin,Paperback,322,2003,1954,2016/12/04,2016/12/03,fiction,fiction (#102),read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",3,3.88,Penguin,Paperback,331,1995,1955,2016/04/07,2016/02/13,fiction,fiction (#98),read,,,,1,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",4,4.03,Penguin Books,Paperback,263,1987,1985,2016/06/19,2016/06/19,fiction,fiction (#99),read,,,,1,0
149267,The Stand,Stephen King,"King, Stephen",Bernie Wrightson,"=""""","=""""",4,4.34,Doubleday Books,Hardcover,1152,1990,1978,2016/08/27,2016/06/19,fiction,fiction (#100),read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.32,Scholastic Press,Hardcover,374,2008,2008,2015/12/23,2015/12/23,fiction,fiction (#96),read,,,,1,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",4,3.92,Ace,Paperback,525,1991,1961,2016/01/16,2016/01/01,fiction,fiction (#97),read,,,,1,0
24285690,The Little Prince (Unabridged),Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""""","=""""",3,4.32,Antoine De Saint-exupery,Kindle Edition,,2015,1943,2015/11/09,2015/11/09,fiction,fiction (#93),read,,,,1,0
6481280,Red Plenty,Francis Spufford,"Spufford, Francis",,"=""0571225233""","=""9780571225231""",5,4.08,Faber and Faber,Hardcover,434,2010,2010,2015/11/16,2015/11/16,fiction,fiction (#94),read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",4,4.10,Harper,Mass Market Paperback,417,2003,1967,2015/11/01,2015/10/11,fiction,fiction (#92),read,,,,1,0
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",4,4.20,Signet,Mass Market Paperback,325,1963,1962,2015/12/13,2015/12/13,fiction,fiction (#95),read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""""","=""""",4,3.84,Bantam Classics,Paperback,201,1972,1915,2015/08/25,2015/08/25,fiction,fiction (#89),read,,,,1,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",3,4.15,Bantam/Spectra,Mass Market Paperback,182,1984,1950,2015/07/08,2015/07/08,fiction,fiction (#87),read,,,,1,0
