Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
174904,The UNIX-Haters Handbook,Simson Garfinkel,"Garfinkel, Simson",,"=""1568842031""","=""9781568842035""",3,3.79,Wiley Publishing,Paperback,329,1994,1994,2012/07/22,2012/07/13,programming,programming (#28),read,,,,1,0
405790,Beautiful Code: Leading Programmers Explain How They Think,Andy Oram,"Oram, Andy","Greg Wilson, Jon L. Bentley, Brian W. Kernighan, Charles Petzold, Douglas Crockford, Henry S. Warren Jr., Ashish Gulhati, Lincoln Stein, Jim Kent, Jack Dongarra, Poitr Luszczek, Adam Kolawa, Greg Kroah-Hartman, Diomidis Spinellis, Andrew Kuchling, Travis E. Oliphant, Ronald Mak, Rogério Atem de Carvalho, Rafael Monnerat, Bryan Cantrill, Jeffrey Dean, Sanjay Ghemawat, Simon Peyton Jones, R. Kent Dybuig, William R. Otte, Douglas C. Schmidt, Andrew Patzer, Karl Fogel, Tim Bray, Elliotte Rusty Harold, Michael C. Feathers, Alberto Savoia","=""0596510047""","=""9780596510046""",3,3.75,O'Reilly Media,Paperback,563,2007,2009,2012/05/20,2012/04/10,programming,programming (#27),read,,,,1,0
12491550,Big Data Now: Current Perspectives from O'Reilly Radar,O'Reilly Radar Team,"Team, O'Reilly Radar",,"=""""","=""""",2,3.35,,ebook,137,,2011,2012/05/06,2012/05/01,programming,programming (#26),read,,,,1,0
13485355,"Kestrels, Quirky Birds, and Hopeless Egocentricity",Reginald Braithwaite,"Braithwaite, Reginald",,"=""""","=""""",4,4.35,http://leanpub.com/,ebook,100,2013,,2012/04/01,2012/03/18,programming,programming (#25),read,,,,1,0
2047737,Thinking Forth,Leo Brodie,"Brodie, Leo",,"=""0976458705""","=""9780976458708""",4,3.98,Punchy Publishing,Paperback,316,2004,1984,2012/03/24,2011/11/24,programming,programming (#24),read,,,,1,0
1069827,Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),Michael T. Nygard,"Nygard, Michael T.",,"=""0978739213""","=""9780978739218""",4,4.26,Pragmatic Bookshelf,Paperback,326,2007,2007,2012/02/29,2011/09/08,programming,programming (#23),read,,,,1,0
9364729,Eloquent Ruby,Russ Olsen,"Olsen, Russ",,"=""0321584104""","=""9780321584106""",5,4.34,Addison-Wesley Professional,Paperback,413,2011,2011,2012/02/17,2011/11/24,programming,programming (#22),read,,,,1,0
11172642,PC Assembly Language,Paul Carter,"Carter, Paul",,"=""""","=""5800031684515""",4,4.00,,Paperback,177,,,2011/12/29,2011/12/28,programming,programming (#21),read,,,,1,0
9856964,Crafting Rails Applications: Expert Practices for Everyday Rails Development,José Valim,"Valim, José",,"=""1934356735""","=""9781934356739""",4,4.00,The Pragmatic Bookshelf,Paperback,180,2011,2011,2011/12/18,2011/12/06,programming,programming (#20),read,,,,1,0
10198539,Programming Amazon EC2,Jurg van Vliet,"Vliet, Jurg van",Flavia Paganelli,"=""1449393683""","=""9781449393687""",3,3.39,O'Reilly Media,Paperback,186,2011,2011,2011/09/30,2011/09/16,programming,programming (#19),read,,,,1,0
52084,Programming Pearls,Jon L. Bentley,"Bentley, Jon L.",,"=""0201657880""","=""0785342657883""",4,4.20,Addison-Wesley Professional,Paperback,239,1999,1986,2010/12/27,2011/04/25,programming,programming (#13),read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",4,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,2010/08/29,2011/04/25,programming,programming (#9),read,,,,1,0
6713575,Coders at Work: Reflections on the Craft of Programming,Peter Seibel,"Seibel, Peter",,"=""1430219483""","=""9781430219484""",4,3.95,Apress,Paperback,632,2009,2009,2010/06/13,2011/04/25,programming,programming (#7),read,,,,1,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave Thomas,"=""020161622X""","=""9780201616224""",4,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,2010/04/01,2011/04/25,programming,programming (#6),read,,,,1,0
7003902,97 Things Every Programmer Should Know: Collective Wisdom from the Experts,Kevlin Henney,"Henney, Kevlin",Stephen P. Berczuk,"=""0596809484""","=""9780596809485""",4,3.64,"O'Reilly Media, Inc.",Paperback,258,2010,2010,2010/04/01,2011/04/25,programming,programming (#4),read,,,,1,0
428594,Hibernate in Action,Christian Bauer,"Bauer, Christian",Gavin King,"=""193239415X""","=""9781932394153""",4,3.59,Manning Publications,Paperback,400,2004,2004,2009/09/01,2011/04/25,programming,programming (#2),read,,,,1,0
1898432,Wicket in Action,Martijn Dashorst,"Dashorst, Martijn",Eelco Hillenius,"=""1932394982""","=""9781932394986""",4,3.68,Manning,Paperback,392,2008,2008,2009/11/01,2011/04/25,programming,programming (#3),read,,,,1,0
6636216,Mercurial: The Definitive Guide,Bryan O'Sullivan,"O'Sullivan, Bryan",,"=""0596800673""","=""9780596800673""",3,3.46,O'Reilly Media,Paperback,284,2009,2009,2011/08/10,2011/07/29,programming,programming (#18),read,,,,1,0
7183279,Metaprogramming Ruby,Paolo Perrotta,"Perrotta, Paolo",Paolo Perrotta,"=""1934356476""","=""9781934356470""",4,4.30,Pragmatic Bookshelf,Paperback,296,2010,2010,2011/05/02,2011/04/25,programming,programming (#1),read,,,,1,0
2485075,The Ruby Programming Language,David Flanagan,"Flanagan, David","Yukihiro Matsumoto, Why The Lucky Stiff, Łukasz Piwko","=""0596516177""","=""9780596516178""",4,4.02,O'Reilly Media,Paperback,448,2008,2008,2010/11/23,2011/04/25,"programming, own","programming (#11), own (#1)",read,,,,1,1
2998152,JavaScript: The Good Parts,Douglas Crockford,"Crockford, Douglas",,"=""0596517742""","=""9780596517748""",4,4.23,Yahoo Press,Paperback,153,2008,2008,2010/09/12,2011/04/25,programming,programming (#10),read,,,,1,0
